SeqName	EPI_ISL	IsolateName	CollectionDate	Country	State	Place	decDate
Mexico|CMX-INMEGEN-03-09-46|EPI_ISL_1406099|B.1.1.519|2021-03-12	EPI_ISL_1406099	CMX-INMEGEN-03-09-46	2021-03-12	North America	Mexico	Mexico City	2021.19178082192
Mexico|CMX-INMEGEN-03-09-49|EPI_ISL_1406102|B.1.1.519|2021-03-12	EPI_ISL_1406102	CMX-INMEGEN-03-09-49	2021-03-12	North America	Mexico	Mexico City	2021.19178082192
Mexico|CMX-INMEGEN-03-09-50|EPI_ISL_1406103|B.1.1.519|2021-03-12	EPI_ISL_1406103	CMX-INMEGEN-03-09-50	2021-03-12	North America	Mexico	Mexico City	2021.19178082192
Mexico|CMX-INMEGEN-03-09-51|EPI_ISL_1406104|B.1.1.519|2021-03-12	EPI_ISL_1406104	CMX-INMEGEN-03-09-51	2021-03-12	North America	Mexico	Mexico City	2021.19178082192
Mexico|CMX-INMEGEN-03-09-52|EPI_ISL_1406105|B.1.1.519|2021-03-12	EPI_ISL_1406105	CMX-INMEGEN-03-09-52	2021-03-12	North America	Mexico	Mexico City	2021.19178082192
Mexico|CMX-INMEGEN-03-09-53|EPI_ISL_1406106|B.1.1.519|2021-03-12	EPI_ISL_1406106	CMX-INMEGEN-03-09-53	2021-03-12	North America	Mexico	Mexico City	2021.19178082192
Mexico|CMX-INMEGEN-03-09-55|EPI_ISL_1406108|B.1.1.519|2021-03-12	EPI_ISL_1406108	CMX-INMEGEN-03-09-55	2021-03-12	North America	Mexico	Mexico City	2021.19178082192
Mexico|CMX-INMEGEN-03-09-57|EPI_ISL_1406109|B.1.1.519|2021-03-16	EPI_ISL_1406109	CMX-INMEGEN-03-09-57	2021-03-16	North America	Mexico	Mexico City	2021.20273972603
Mexico|CMX-INMEGEN-03-09-58|EPI_ISL_1406110|B.1.1.519|2021-03-16	EPI_ISL_1406110	CMX-INMEGEN-03-09-58	2021-03-16	North America	Mexico	Mexico City	2021.20273972603
Mexico|CMX-INMEGEN-03-09-61|EPI_ISL_1406113|B.1.1.519|2021-03-16	EPI_ISL_1406113	CMX-INMEGEN-03-09-61	2021-03-16	North America	Mexico	Mexico City	2021.20273972603
Mexico|CMX-INMEGEN-03-09-71|EPI_ISL_1406122|B.1.1.519|2021-03-17	EPI_ISL_1406122	CMX-INMEGEN-03-09-71	2021-03-17	North America	Mexico	Mexico City	2021.20547945205
Mexico|CMX-INMEGEN-03-09-77|EPI_ISL_1406127|B.1.1.519|2021-02-17	EPI_ISL_1406127	CMX-INMEGEN-03-09-77	2021-02-17	North America	Mexico	Mexico City	2021.12876712329
Mexico|CMX-INMEGEN-03-09-82|EPI_ISL_1406131|B.1.1.519|2021-02-17	EPI_ISL_1406131	CMX-INMEGEN-03-09-82	2021-02-17	North America	Mexico	Mexico City	2021.12876712329
Mexico|CMX-INMEGEN-03-09-84|EPI_ISL_1406133|B.1.1.519|2021-02-17	EPI_ISL_1406133	CMX-INMEGEN-03-09-84	2021-02-17	North America	Mexico	Mexico City	2021.12876712329
Mexico|CMX-INMEGEN-03-09-87|EPI_ISL_1406136|B.1.1.519|2021-03-12	EPI_ISL_1406136	CMX-INMEGEN-03-09-87	2021-03-12	North America	Mexico	Mexico City	2021.19178082192
Mexico|CMX-INMEGEN-03-09-88|EPI_ISL_1406137|B.1.1.519|2021-03-12	EPI_ISL_1406137	CMX-INMEGEN-03-09-88	2021-03-12	North America	Mexico	Mexico City	2021.19178082192
Mexico|CMX-INMEGEN-03-09-89|EPI_ISL_1406138|B.1.1.519|2021-03-18	EPI_ISL_1406138	CMX-INMEGEN-03-09-89	2021-03-18	North America	Mexico	Mexico City	2021.20821917808
Mexico|CMX-INMEGEN-03-09-90|EPI_ISL_1406139|B.1.1.519|2021-03-18	EPI_ISL_1406139	CMX-INMEGEN-03-09-90	2021-03-18	North America	Mexico	Mexico City	2021.20821917808
Mexico|CMX-INMEGEN-03-09-92|EPI_ISL_1406141|B.1.1.519|2021-03-18	EPI_ISL_1406141	CMX-INMEGEN-03-09-92	2021-03-18	North America	Mexico	Mexico City	2021.20821917808
Mexico|CMX-INMEGEN-03-09-93|EPI_ISL_1406142|B.1.1.519|2021-03-18	EPI_ISL_1406142	CMX-INMEGEN-03-09-93	2021-03-18	North America	Mexico	Mexico City	2021.20821917808
USA|WY-WPHL-21017458|EPI_ISL_1406210|B.1.1.519|2021-02-24	EPI_ISL_1406210	WY-WPHL-21017458	2021-02-24	North America	USA	Wyoming	2021.14794520548
Mexico|CMX-INER-INMEGEN-00001|EPI_ISL_1406722|B.1.1.519|2021-02-24	EPI_ISL_1406722	CMX-INER-INMEGEN-00001	2021-02-24	North America	Mexico	Mexico City	2021.14794520548
Mexico|CMX-INER-INMEGEN-00003|EPI_ISL_1406724|B.1.1.519|2021-02-24	EPI_ISL_1406724	CMX-INER-INMEGEN-00003	2021-02-24	North America	Mexico	Mexico City	2021.14794520548
Mexico|CMX-INER-INMEGEN-00013|EPI_ISL_1406732|B.1.1.519|2021-02-27	EPI_ISL_1406732	CMX-INER-INMEGEN-00013	2021-02-27	North America	Mexico	Mexico City	2021.15616438356
Mexico|CMX-INER-INMEGEN-00016|EPI_ISL_1406735|B.1.1.519|2021-03-02	EPI_ISL_1406735	CMX-INER-INMEGEN-00016	2021-03-02	North America	Mexico	Mexico City	2021.16438356164
Mexico|CMX-INER-INMEGEN-00017|EPI_ISL_1406736|B.1.1.519|2021-03-02	EPI_ISL_1406736	CMX-INER-INMEGEN-00017	2021-03-02	North America	Mexico	Mexico City	2021.16438356164
Mexico|CMX-INER-INMEGEN-00021|EPI_ISL_1406739|B.1.1.519|2021-03-02	EPI_ISL_1406739	CMX-INER-INMEGEN-00021	2021-03-02	North America	Mexico	Mexico City	2021.16438356164
Mexico|CMX-INER-INMEGEN-00025|EPI_ISL_1406743|B.1.1.519|2021-03-03	EPI_ISL_1406743	CMX-INER-INMEGEN-00025	2021-03-03	North America	Mexico	Mexico City	2021.16712328767
Mexico|CMX-INER-INMEGEN-00026|EPI_ISL_1406744|B.1.1.519|2021-03-03	EPI_ISL_1406744	CMX-INER-INMEGEN-00026	2021-03-03	North America	Mexico	Mexico City	2021.16712328767
Mexico|CMX-INER-INMEGEN-00031|EPI_ISL_1406747|B.1.1.519|2021-03-03	EPI_ISL_1406747	CMX-INER-INMEGEN-00031	2021-03-03	North America	Mexico	Mexico City	2021.16712328767
Mexico|CMX-INER-INMEGEN-00033|EPI_ISL_1406748|B.1.1.519|2021-03-03	EPI_ISL_1406748	CMX-INER-INMEGEN-00033	2021-03-03	North America	Mexico	Mexico City	2021.16712328767
Mexico|CMX-INER-INMEGEN-00036|EPI_ISL_1406751|B.1.1.519|2021-02-11	EPI_ISL_1406751	CMX-INER-INMEGEN-00036	2021-02-11	North America	Mexico	Mexico City	2021.11232876712
Mexico|CMX-INER-INMEGEN-00037|EPI_ISL_1406752|B.1.1.519|2021-02-17	EPI_ISL_1406752	CMX-INER-INMEGEN-00037	2021-02-17	North America	Mexico	Mexico City	2021.12876712329
Mexico|CMX-INER-INMEGEN-00038|EPI_ISL_1406753|B.1.1.519|2021-02-17	EPI_ISL_1406753	CMX-INER-INMEGEN-00038	2021-02-17	North America	Mexico	Mexico City	2021.12876712329
Mexico|CMX-INER-INMEGEN-00040|EPI_ISL_1406755|B.1.1.519|2021-02-17	EPI_ISL_1406755	CMX-INER-INMEGEN-00040	2021-02-17	North America	Mexico	Mexico City	2021.12876712329
Mexico|CMX-INER-INMEGEN-00044|EPI_ISL_1406758|B.1.1.519|2021-02-17	EPI_ISL_1406758	CMX-INER-INMEGEN-00044	2021-02-17	North America	Mexico	Mexico City	2021.12876712329
Mexico|CMX-INER-INMEGEN-00045|EPI_ISL_1406759|B.1.1.519|2021-02-18	EPI_ISL_1406759	CMX-INER-INMEGEN-00045	2021-02-18	North America	Mexico	Mexico City	2021.13150684931
Mexico|CMX-INER-INMEGEN-00046|EPI_ISL_1406760|B.1.1.519|2021-02-19	EPI_ISL_1406760	CMX-INER-INMEGEN-00046	2021-02-19	North America	Mexico	Mexico City	2021.13424657534
Mexico|CMX-INER-INMEGEN-00050|EPI_ISL_1406763|B.1.1.519|2021-02-21	EPI_ISL_1406763	CMX-INER-INMEGEN-00050	2021-02-21	North America	Mexico	Mexico City	2021.1397260274
Mexico|CMX-INER-INMEGEN-00051|EPI_ISL_1406764|B.1.1.519|2021-02-21	EPI_ISL_1406764	CMX-INER-INMEGEN-00051	2021-02-21	North America	Mexico	Mexico City	2021.1397260274
Mexico|CMX-INER-INMEGEN-00052|EPI_ISL_1406765|B.1.1.519|2021-02-22	EPI_ISL_1406765	CMX-INER-INMEGEN-00052	2021-02-22	North America	Mexico	Mexico City	2021.14246575342
Mexico|CMX-INER-INMEGEN-00053|EPI_ISL_1406766|B.1.1.519|2021-02-22	EPI_ISL_1406766	CMX-INER-INMEGEN-00053	2021-02-22	North America	Mexico	Mexico City	2021.14246575342
Mexico|CMX-INER-INMEGEN-00055|EPI_ISL_1406768|B.1.1.519|2021-02-23	EPI_ISL_1406768	CMX-INER-INMEGEN-00055	2021-02-23	North America	Mexico	Mexico City	2021.14520547945
Mexico|CMX-INER-INMEGEN-00058|EPI_ISL_1406771|B.1.1.519|2021-02-23	EPI_ISL_1406771	CMX-INER-INMEGEN-00058	2021-02-23	North America	Mexico	Mexico City	2021.14520547945
Mexico|CMX-INER-INMEGEN-00061|EPI_ISL_1406774|B.1.1.519|2021-02-23	EPI_ISL_1406774	CMX-INER-INMEGEN-00061	2021-02-23	North America	Mexico	Mexico City	2021.14520547945
USA|IN-INSPHL-00351|EPI_ISL_1416233|B.1.1.519|2021-03-01	EPI_ISL_1416233	IN-INSPHL-00351	2021-03-01	North America	USA	Indiana	2021.16164383562
Mexico|CMX-IBT-IMSS-933|EPI_ISL_1416337|B.1.1.519|2021-03-07	EPI_ISL_1416337	CMX-IBT-IMSS-933	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|PUE-IBT-IMSS-624|EPI_ISL_1416340|B.1.1.519|2021-03-05	EPI_ISL_1416340	PUE-IBT-IMSS-624	2021-03-05	North America	Mexico	Puebla	2021.17260273973
Mexico|PUE-IBT-IMSS-643|EPI_ISL_1416341|B.1.1.519|2021-03-05	EPI_ISL_1416341	PUE-IBT-IMSS-643	2021-03-05	North America	Mexico	Puebla	2021.17260273973
Mexico|PUE-IBT-IMSS-695|EPI_ISL_1416344|B.1.1.519|2021-03-04	EPI_ISL_1416344	PUE-IBT-IMSS-695	2021-03-04	North America	Mexico	Puebla	2021.1698630137
Mexico|PUE-IBT-IMSS-736|EPI_ISL_1416348|B.1.1.519|2021-03-04	EPI_ISL_1416348	PUE-IBT-IMSS-736	2021-03-04	North America	Mexico	Puebla	2021.1698630137
Mexico|PUE-IBT-IMSS-747|EPI_ISL_1416349|B.1.1.519|2021-03-04	EPI_ISL_1416349	PUE-IBT-IMSS-747	2021-03-04	North America	Mexico	Puebla	2021.1698630137
Mexico|PUE-IBT-IMSS-788|EPI_ISL_1416353|B.1.1.519|2021-03-05	EPI_ISL_1416353	PUE-IBT-IMSS-788	2021-03-05	North America	Mexico	Puebla	2021.17260273973
Mexico|PUE-IBT-IMSS-800|EPI_ISL_1416354|B.1.1.519|2021-03-05	EPI_ISL_1416354	PUE-IBT-IMSS-800	2021-03-05	North America	Mexico	Puebla	2021.17260273973
Mexico|PUE-IBT-IMSS-837|EPI_ISL_1416358|B.1.1.519|2021-03-07	EPI_ISL_1416358	PUE-IBT-IMSS-837	2021-03-07	North America	Mexico	Puebla	2021.17808219178
Mexico|PUE-IBT-IMSS-847|EPI_ISL_1416359|B.1.1.519|2021-03-05	EPI_ISL_1416359	PUE-IBT-IMSS-847	2021-03-05	North America	Mexico	Puebla	2021.17260273973
Mexico|PUE-IBT-IMSS-857|EPI_ISL_1416360|B.1.1.519|2021-03-05	EPI_ISL_1416360	PUE-IBT-IMSS-857	2021-03-05	North America	Mexico	Puebla	2021.17260273973
Mexico|PUE-IBT-IMSS-888|EPI_ISL_1416363|B.1.1.519|2021-03-05	EPI_ISL_1416363	PUE-IBT-IMSS-888	2021-03-05	North America	Mexico	Puebla	2021.17260273973
Mexico|PUE-IBT-IMSS-895|EPI_ISL_1416364|B.1.1.519|2021-03-06	EPI_ISL_1416364	PUE-IBT-IMSS-895	2021-03-06	North America	Mexico	Puebla	2021.17534246575
Mexico|PUE-IBT-IMSS-896|EPI_ISL_1416365|B.1.1.519|2021-03-05	EPI_ISL_1416365	PUE-IBT-IMSS-896	2021-03-05	North America	Mexico	Puebla	2021.17260273973
Mexico|PUE-IBT-IMSS-904|EPI_ISL_1416372|B.1.1.519|2021-03-04	EPI_ISL_1416372	PUE-IBT-IMSS-904	2021-03-04	North America	Mexico	Puebla	2021.1698630137
Mexico|PUE-IBT-IMSS-906|EPI_ISL_1416374|B.1.1.519|2021-03-05	EPI_ISL_1416374	PUE-IBT-IMSS-906	2021-03-05	North America	Mexico	Puebla	2021.17260273973
Mexico|PUE-IBT-IMSS-909|EPI_ISL_1416377|B.1.1.519|2021-03-04	EPI_ISL_1416377	PUE-IBT-IMSS-909	2021-03-04	North America	Mexico	Puebla	2021.1698630137
Mexico|PUE-IBT-IMSS-910|EPI_ISL_1416378|B.1.1.519|2021-03-04	EPI_ISL_1416378	PUE-IBT-IMSS-910	2021-03-04	North America	Mexico	Puebla	2021.1698630137
Mexico|PUE-IBT-IMSS-911|EPI_ISL_1416379|B.1.1.519|2021-03-04	EPI_ISL_1416379	PUE-IBT-IMSS-911	2021-03-04	North America	Mexico	Puebla	2021.1698630137
Mexico|MEX-IBT-IMSS-917|EPI_ISL_1416384|B.1.1.519|2021-03-08	EPI_ISL_1416384	MEX-IBT-IMSS-917	2021-03-08	North America	Mexico	State of Mexico	2021.18082191781
Mexico|MEX-IBT-IMSS-922|EPI_ISL_1416389|B.1.1.519|2021-03-04	EPI_ISL_1416389	MEX-IBT-IMSS-922	2021-03-04	North America	Mexico	State of Mexico	2021.1698630137
Mexico|CMX-IBT-IMSS-924|EPI_ISL_1416391|B.1.1.519|2021-03-07	EPI_ISL_1416391	CMX-IBT-IMSS-924	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|CMX-IBT-IMSS-927|EPI_ISL_1416393|B.1.1.519|2021-03-07	EPI_ISL_1416393	CMX-IBT-IMSS-927	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|CMX-IBT-IMSS-930|EPI_ISL_1416396|B.1.1.519|2021-03-07	EPI_ISL_1416396	CMX-IBT-IMSS-930	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|MEX-IBT-IMSS-934|EPI_ISL_1416399|B.1.1.519|2021-03-08	EPI_ISL_1416399	MEX-IBT-IMSS-934	2021-03-08	North America	Mexico	State of Mexico	2021.18082191781
Mexico|CMX-IBT-IMSS-935|EPI_ISL_1416400|B.1.1.519|2021-03-07	EPI_ISL_1416400	CMX-IBT-IMSS-935	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|MEX-IBT-IMSS-941|EPI_ISL_1416406|B.1.1.519|2021-03-08	EPI_ISL_1416406	MEX-IBT-IMSS-941	2021-03-08	North America	Mexico	State of Mexico	2021.18082191781
Mexico|VER-IBT-IMSS-588|EPI_ISL_1416422|B.1.1.519|2021-03-09	EPI_ISL_1416422	VER-IBT-IMSS-588	2021-03-09	North America	Mexico	Veracruz	2021.18356164384
Mexico|VER-IBT-IMSS-892|EPI_ISL_1416427|B.1.1.519|2021-03-09	EPI_ISL_1416427	VER-IBT-IMSS-892	2021-03-09	North America	Mexico	Veracruz	2021.18356164384
Mexico|VER-IBT-IMSS-601|EPI_ISL_1416434|B.1.1.519|2021-03-09	EPI_ISL_1416434	VER-IBT-IMSS-601	2021-03-09	North America	Mexico	Veracruz	2021.18356164384
Mexico|PUE-IBT-IMSS-616|EPI_ISL_1416448|B.1.1.519|2021-03-06	EPI_ISL_1416448	PUE-IBT-IMSS-616	2021-03-06	North America	Mexico	Puebla	2021.17534246575
Mexico|VER-IBT-IMSS-622|EPI_ISL_1416453|B.1.1.519|2021-03-09	EPI_ISL_1416453	VER-IBT-IMSS-622	2021-03-09	North America	Mexico	Veracruz	2021.18356164384
Mexico|PUE-IBT-IMSS-626|EPI_ISL_1416456|B.1.1.519|2021-03-07	EPI_ISL_1416456	PUE-IBT-IMSS-626	2021-03-07	North America	Mexico	Puebla	2021.17808219178
Mexico|PUE-IBT-IMSS-627|EPI_ISL_1416457|B.1.1.519|2021-03-08	EPI_ISL_1416457	PUE-IBT-IMSS-627	2021-03-08	North America	Mexico	Puebla	2021.18082191781
Mexico|PUE-IBT-IMSS-630|EPI_ISL_1416460|B.1.1.519|2021-03-08	EPI_ISL_1416460	PUE-IBT-IMSS-630	2021-03-08	North America	Mexico	Puebla	2021.18082191781
Mexico|MEX-IBT-IMSS-635|EPI_ISL_1416464|B.1.1.519|2021-03-07	EPI_ISL_1416464	MEX-IBT-IMSS-635	2021-03-07	North America	Mexico	State of Mexico	2021.17808219178
Mexico|MEX-IBT-IMSS-893|EPI_ISL_1416465|B.1.1.519|2021-03-07	EPI_ISL_1416465	MEX-IBT-IMSS-893	2021-03-07	North America	Mexico	State of Mexico	2021.17808219178
Mexico|MEX-IBT-IMSS-636|EPI_ISL_1416466|B.1.1.519|2021-03-07	EPI_ISL_1416466	MEX-IBT-IMSS-636	2021-03-07	North America	Mexico	State of Mexico	2021.17808219178
Mexico|BCS-IBT-IMSS-644|EPI_ISL_1416473|B.1.1.519|2021-03-07	EPI_ISL_1416473	BCS-IBT-IMSS-644	2021-03-07	North America	Mexico	Baja California Sur	2021.17808219178
Mexico|CMX-IBT-IMSS-647|EPI_ISL_1416476|B.1.1.519|2021-03-07	EPI_ISL_1416476	CMX-IBT-IMSS-647	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|CMX-IBT-IMSS-648|EPI_ISL_1416477|B.1.1.519|2021-03-07	EPI_ISL_1416477	CMX-IBT-IMSS-648	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|CMX-IBT-IMSS-649|EPI_ISL_1416478|B.1.1.519|2021-03-07	EPI_ISL_1416478	CMX-IBT-IMSS-649	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|CMX-IBT-IMSS-655|EPI_ISL_1416484|B.1.1.519|2021-03-07	EPI_ISL_1416484	CMX-IBT-IMSS-655	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|CMX-IBT-IMSS-658|EPI_ISL_1416487|B.1.1.519|2021-03-07	EPI_ISL_1416487	CMX-IBT-IMSS-658	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|MEX-IBT-IMSS-662|EPI_ISL_1416490|B.1.1.519|2021-03-09	EPI_ISL_1416490	MEX-IBT-IMSS-662	2021-03-09	North America	Mexico	State of Mexico	2021.18356164384
Mexico|CMX-IBT-IMSS-664|EPI_ISL_1416492|B.1.1.519|2021-03-07	EPI_ISL_1416492	CMX-IBT-IMSS-664	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|QUE-IBT-IMSS-668|EPI_ISL_1416496|B.1.1.519|2021-03-06	EPI_ISL_1416496	QUE-IBT-IMSS-668	2021-03-06	North America	Mexico	Queretaro	2021.17534246575
Mexico|MEX-IBT-IMSS-669|EPI_ISL_1416497|B.1.1.519|2021-03-10	EPI_ISL_1416497	MEX-IBT-IMSS-669	2021-03-10	North America	Mexico	State of Mexico	2021.18630136986
Mexico|PUE-IBT-IMSS-678|EPI_ISL_1416505|B.1.1.519|2021-03-09	EPI_ISL_1416505	PUE-IBT-IMSS-678	2021-03-09	North America	Mexico	Puebla	2021.18356164384
Mexico|PUE-IBT-IMSS-702|EPI_ISL_1416526|B.1.1.519|2021-03-08	EPI_ISL_1416526	PUE-IBT-IMSS-702	2021-03-08	North America	Mexico	Puebla	2021.18082191781
Mexico|MEX-IBT-IMSS-724|EPI_ISL_1416546|B.1.1.519|2021-03-10	EPI_ISL_1416546	MEX-IBT-IMSS-724	2021-03-10	North America	Mexico	State of Mexico	2021.18630136986
Mexico|SLP-IBT-IMSS-729|EPI_ISL_1416550|B.1.1.519|2021-03-08	EPI_ISL_1416550	SLP-IBT-IMSS-729	2021-03-08	North America	Mexico	San Luis Potosi	2021.18082191781
Mexico|SLP-IBT-IMSS-731|EPI_ISL_1416552|B.1.1.519|2021-03-08	EPI_ISL_1416552	SLP-IBT-IMSS-731	2021-03-08	North America	Mexico	San Luis Potosi	2021.18082191781
Mexico|QUE-IBT-IMSS-783|EPI_ISL_1416597|B.1.1.519|2021-03-06	EPI_ISL_1416597	QUE-IBT-IMSS-783	2021-03-06	North America	Mexico	Queretaro	2021.17534246575
Mexico|PUE-IBT-IMSS-809|EPI_ISL_1416617|B.1.1.519|2021-03-11	EPI_ISL_1416617	PUE-IBT-IMSS-809	2021-03-11	North America	Mexico	Puebla	2021.18904109589
Mexico|VER-IBT-IMSS-842|EPI_ISL_1416643|B.1.1.519|2021-03-09	EPI_ISL_1416643	VER-IBT-IMSS-842	2021-03-09	North America	Mexico	Veracruz	2021.18356164384
Mexico|MEX-IBT-IMSS-848|EPI_ISL_1416648|B.1.1.519|2021-03-13	EPI_ISL_1416648	MEX-IBT-IMSS-848	2021-03-13	North America	Mexico	State of Mexico	2021.19452054795
Mexico|MEX-IBT-IMSS-850|EPI_ISL_1416650|B.1.1.519|2021-03-13	EPI_ISL_1416650	MEX-IBT-IMSS-850	2021-03-13	North America	Mexico	State of Mexico	2021.19452054795
Mexico|CMX-IBT-IMSS-852|EPI_ISL_1416652|B.1.1.519|2021-03-07	EPI_ISL_1416652	CMX-IBT-IMSS-852	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|MEX-IBT-IMSS-855|EPI_ISL_1416655|B.1.1.519|2021-03-05	EPI_ISL_1416655	MEX-IBT-IMSS-855	2021-03-05	North America	Mexico	State of Mexico	2021.17260273973
Mexico|CMX-IBT-IMSS-858|EPI_ISL_1416657|B.1.1.519|2021-03-07	EPI_ISL_1416657	CMX-IBT-IMSS-858	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|CMX-IBT-IMSS-861|EPI_ISL_1416660|B.1.1.519|2021-03-07	EPI_ISL_1416660	CMX-IBT-IMSS-861	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|VER-IBT-IMSS-864|EPI_ISL_1416663|B.1.1.519|2021-03-09	EPI_ISL_1416663	VER-IBT-IMSS-864	2021-03-09	North America	Mexico	Veracruz	2021.18356164384
Mexico|HID-IBT-IMSS-865|EPI_ISL_1416664|B.1.1.519|2021-03-09	EPI_ISL_1416664	HID-IBT-IMSS-865	2021-03-09	North America	Mexico	Hidalgo	2021.18356164384
Mexico|HID-IBT-IMSS-866|EPI_ISL_1416665|B.1.1.519|2021-03-09	EPI_ISL_1416665	HID-IBT-IMSS-866	2021-03-09	North America	Mexico	Hidalgo	2021.18356164384
Mexico|HID-IBT-IMSS-867|EPI_ISL_1416666|B.1.1.519|2021-03-09	EPI_ISL_1416666	HID-IBT-IMSS-867	2021-03-09	North America	Mexico	Hidalgo	2021.18356164384
Mexico|CMX-IBT-IMSS-870|EPI_ISL_1416668|B.1.1.519|2021-03-07	EPI_ISL_1416668	CMX-IBT-IMSS-870	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|MEX-IBT-IMSS-871|EPI_ISL_1416669|B.1.1.519|2021-03-13	EPI_ISL_1416669	MEX-IBT-IMSS-871	2021-03-13	North America	Mexico	State of Mexico	2021.19452054795
Mexico|MEX-IBT-IMSS-872|EPI_ISL_1416670|B.1.1.519|2021-03-14	EPI_ISL_1416670	MEX-IBT-IMSS-872	2021-03-14	North America	Mexico	State of Mexico	2021.19726027397
Mexico|MEX-IBT-IMSS-873|EPI_ISL_1416671|B.1.1.519|2021-03-12	EPI_ISL_1416671	MEX-IBT-IMSS-873	2021-03-12	North America	Mexico	State of Mexico	2021.19178082192
Mexico|CMX-IBT-IMSS-874|EPI_ISL_1416672|B.1.1.519|2021-03-07	EPI_ISL_1416672	CMX-IBT-IMSS-874	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|CMX-IBT-IMSS-880|EPI_ISL_1416677|B.1.1.519|2021-03-07	EPI_ISL_1416677	CMX-IBT-IMSS-880	2021-03-07	North America	Mexico	Mexico City	2021.17808219178
Mexico|CMX-INMEGEN-03-09-94|EPI_ISL_1416873|B.1.1.519|2021-03-16	EPI_ISL_1416873	CMX-INMEGEN-03-09-94	2021-03-16	North America	Mexico	Mexico City	2021.20273972603
USA|WI-WSLH-211799|EPI_ISL_1421007|B.1.1.519|2021-03-01	EPI_ISL_1421007	WI-WSLH-211799	2021-03-01	North America	USA	Wisconsin	2021.16164383562
USA|WI-WSLH-211811|EPI_ISL_1421023|B.1.1.519|2021-03-02	EPI_ISL_1421023	WI-WSLH-211811	2021-03-02	North America	USA	Wisconsin	2021.16438356164
USA|WI-WSLH-212089|EPI_ISL_1421422|B.1.1.519|2021-03-06	EPI_ISL_1421422	WI-WSLH-212089	2021-03-06	North America	USA	Wisconsin	2021.17534246575
USA|WI-WSLH-212172|EPI_ISL_1421544|B.1.1.519|2021-03-09	EPI_ISL_1421544	WI-WSLH-212172	2021-03-09	North America	USA	Wisconsin	2021.18356164384
USA|WI-WSLH-212186|EPI_ISL_1421566|B.1.1.519|2021-03-09	EPI_ISL_1421566	WI-WSLH-212186	2021-03-09	North America	USA	Wisconsin	2021.18356164384
USA|GA-CDC-QDX22787287|EPI_ISL_1367322|B.1.1.519|2021-03-05	EPI_ISL_1367322	GA-CDC-QDX22787287	2021-03-05	North America	USA	Georgia	2021.17260273973
USA|IL-CDC-QDX22864131|EPI_ISL_1367229|B.1.1.519|2021-03-10	EPI_ISL_1367229	IL-CDC-QDX22864131	2021-03-10	North America	USA	Illinois	2021.18630136986
Mexico|CMX-INMEGEN-03-09-80|EPI_ISL_1406129|B.1.1.519|2021-02-17	EPI_ISL_1406129	CMX-INMEGEN-03-09-80	2021-02-17	North America	Mexico	Mexico City	2021.12876712329
USA|NY-NYULH1007|EPI_ISL_1423384|B.1.1.519|2021-02-22	EPI_ISL_1423384	NY-NYULH1007	2021-02-22	North America	USA	New York	2021.14246575342
USA|TX-CDC-QDX23013621|EPI_ISL_1444696|B.1.1.519|2021-03-16	EPI_ISL_1444696	TX-CDC-QDX23013621	2021-03-16	North America	USA	Texas	2021.20273972603
Spain|PV-IBV-98015004|EPI_ISL_1423899|B.1.1.519|2021-01-15	EPI_ISL_1423899	PV-IBV-98015004	2021-01-15	Europe	Spain	Basque Country	2021.03835616438
Mexico|CMX-INER-INMEGEN-00004|EPI_ISL_1423994|B.1.1.519|2021-02-25	EPI_ISL_1423994	CMX-INER-INMEGEN-00004	2021-02-25	North America	Mexico	Mexico City	2021.15068493151
Mexico|CMX-INER-INMEGEN-00007|EPI_ISL_1423995|B.1.1.519|2021-02-26	EPI_ISL_1423995	CMX-INER-INMEGEN-00007	2021-02-26	North America	Mexico	Mexico City	2021.15342465753
Mexico|CMX-INER-INMEGEN-00029|EPI_ISL_1423997|B.1.1.519|2021-03-03	EPI_ISL_1423997	CMX-INER-INMEGEN-00029	2021-03-03	North America	Mexico	Mexico City	2021.16712328767
Mexico|CMX-INER-INMEGEN-00049|EPI_ISL_1424001|B.1.1.519|2021-02-20	EPI_ISL_1424001	CMX-INER-INMEGEN-00049	2021-02-20	North America	Mexico	Mexico City	2021.13698630137
